tax	barcode01	barcode02	barcode03	barcode04	barcode05	barcode06	barcode07	barcode08	barcode09	barcode10	barcode11	barcode12	barcode13	barcode14	barcode15	barcode16	barcode17	barcode18	barcode19	barcode20	barcode21	barcode22	barcode23	barcode24	unclassified	total
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Botrimarina	81	207	70	230	9	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	837
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium	190	10	229	173	7	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	836
Bacteria;Bacteria_none;Chloroflexi;Ktedonobacteria;Thermogemmatisporales;Thermogemmatisporaceae;Thermogemmatispora	13	2	781	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	834
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfogranum	2	796	2	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	833
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Algorimarina	6	677	108	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	828
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sterolibacterium	109	14	284	227	1	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	826
Bacteria;Bacteria_none;Firmicutes;Firmicutes_Incertae_sedis;Firmicutes_Incertae_sedis_Incertae_sedis;Firmicutes_Incertae_sedis_Incertae_sedis_Incertae_sedis;Hydrogenispora	294	22	313	152	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	825
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Sinisalibacter	0	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	824
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Sulfuriflexus	21	554	110	74	1	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	821
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Mitsuaria	28	6	394	33	3	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	820
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Solidesulfovibrio	95	96	124	460	4	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	820
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctopirus	117	4	238	217	6	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	819
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus	11	713	46	12	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	815
Bacteria;Bacteria_none;Fibrobacteres;Chitinispirillia;Chitinispirillales;Chitinispirillaceae;Chitinispirillum	37	603	125	17	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	809
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Mariniphaga	0	777	9	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	807
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Marichromatium	17	714	3	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	794
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Nakamurellales;Nakamurellaceae;Nakamurella	122	9	201	194	2	0	0	2	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	792
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Leptolyngbyaceae;Leptodesmis	0	2	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	790
Bacteria;Bacteria_none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Hanamia	228	11	357	157	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	788
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Marimicrobium	15	191	56	71	2	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	781
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Domibacillus	391	3	24	93	9	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	778
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Schleiferiaceae;Croceimicrobium	11	706	29	7	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	774
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter	33	2	184	415	1	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	772
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Salinispora	89	1	186	458	3	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	772
Bacteria;Bacteria_none;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea	66	270	352	53	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	771
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcales;Chroococcaceae;Gloeocapsopsis	71	107	526	6	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	768
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfosalsimonadaceae;Desulfonatronobacter	27	500	93	109	2	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	1	0	0	0	20	767
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio	21	620	38	53	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	765
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thiogranum	3	672	39	29	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	763
Bacteria;Bacteria_none;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter	326	4	191	112	5	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	761
Bacteria;Bacteria_none;Lentisphaerae;Oligosphaeria;Oligosphaerales;Oligosphaeraceae;Oligosphaera	1	730	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	759
Bacteria;Bacteria_none;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Desulfovirgula	89	0	199	437	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	759
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Oscillatoriales_Incertae_sedis;Ancylothrix	5	6	724	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	753
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Melittangium	75	18	362	214	2	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	746
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Vitiosangium	157	4	163	329	3	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	745
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cytobacillus	170	10	366	130	3	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	742
Bacteria;Bacteria_none;Deinococcus-Thermus;Deinococci;Trueperales;Trueperaceae;Truepera	10	191	515	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	741
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Synechococcales;Synechococcaceae;Synechococcus	3	27	689	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	740
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Nostocales;Nostocaceae;Desmonostoc	7	27	674	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	739
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter	29	6	621	26	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	735
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta	153	88	144	159	3	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	734
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas	25	7	148	437	4	0	0	0	1	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	731
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Marivita	0	709	3	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	730
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	2	0	534	69	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	730
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Pseudorivibacter	232	7	194	82	23	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	729
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;Porticoccus	16	200	52	275	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	729
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Schleiferiaceae;Owenweeksia	5	694	9	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	728
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Oculatellaceae;Thermoleptolyngbya	12	4	685	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	719
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ensifer	50	4	215	283	8	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	716
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Guopingia	23	634	25	12	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	714
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	90	99	346	129	1	0	0	0	0	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	711
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Kaistiaceae;Kaistia	65	23	348	216	2	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	711
Bacteria;Bacteria_none;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Poriferisphaera	143	97	93	203	9	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	711
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Coleofasciculaceae;Funiculus	10	6	674	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	710
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Humibacillus	42	0	523	82	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	708
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Maioricimonas	67	61	206	201	5	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	708
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Ornithinibacter	3	2	434	30	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	699
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylicorpusculum	4	637	20	12	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	698
Bacteria;Bacteria_none;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terracidiphilus	53	2	529	75	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	692
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Leptothrix	46	4	374	81	7	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	691
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera	2	72	593	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	689
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalbus	57	53	123	315	5	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	687
Bacteria;Bacteria_none;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter	44	7	519	25	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	681
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Citreicoccus	45	16	505	87	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	681
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter	7	0	491	11	0	0	0	1	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	678
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Rhodomicrobium	68	44	476	51	4	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	677
Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Pseudochryseolinea	46	0	269	39	1	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	675
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus	104	3	217	68	2	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	674
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Afifellaceae;Afifella	265	58	40	266	18	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	674
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia	0	9	643	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	664
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Pseudaeromonas	1	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	663
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalicibacterium	68	3	350	69	7	0	0	1	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	659
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Deltaproteobacteria_Incertae_sedis;Deltaproteobacteria_Incertae_sedis_Incertae_sedis;Deferrisoma	36	148	214	225	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	659
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Szabonella	2	1	629	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	655
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum	27	377	119	99	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	650
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Oceanisphaera	0	25	606	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	642
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Oryzomonas	12	75	235	272	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	640
Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter	30	37	28	10	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	636
Bacteria;Bacteria_none;Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter	20	263	166	136	1	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	635
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Aggregicoccus	156	7	98	186	2	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	635
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Chelativorans	117	47	150	256	2	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	634
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Arenibacterium	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	632
Bacteria;Bacteria_none;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Propionigenium	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	632
Bacteria;Bacteria_none;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Silvibacterium	65	6	387	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	627
Bacteria;Bacteria_none;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae;Caldithrix	4	567	22	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	623
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Telmatocola	119	0	123	140	7	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	621
Bacteria;Bacteria_none;Acidobacteria;Blastocatellia;Blastocatellales;Pyrinomonadaceae;Pyrinomonas	133	12	195	224	3	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	620
